device_id,request_id,device_time_us,host_send_monotonic_ns,host_receive_monotonic_ns,host_midpoint_monotonic_ns,round_trip_ns
cam01,frame_0000000327,34842921,639163078000000,639163078000000,639163078000000,0
cam01,frame_0000000328,34950971,639163171000000,639163171000000,639163171000000,0
cam01,frame_0000000329,35059027,639163265000000,639163265000000,639163265000000,0
cam01,frame_0000000330,35167066,639163375000000,639163375000000,639163375000000,0
cam01,frame_0000000331,35275141,639163468000000,639163468000000,639163468000000,0
cam01,frame_0000000332,35347194,639163578000000,639163578000000,639163578000000,0
cam01,frame_0000000333,35455229,639163671000000,639163671000000,639163671000000,0
cam01,frame_0000000334,35563281,639163765000000,639163765000000,639163765000000,0
imu01,i000022,42117537,639163859000000,639163859000000,639163859000000,0
cam01,frame_0000000335,35671339,639163875000000,639163875000000,639163875000000,0
cam01,frame_0000000336,35743366,639163968000000,639163968000000,639163968000000,0
cam01,frame_0000000337,35851423,639164078000000,639164078000000,639164078000000,0
cam01,frame_0000000338,35959471,639164171000000,639164171000000,639164171000000,0
cam01,frame_0000000339,36067519,639164265000000,639164265000000,639164265000000,0
cam01,frame_0000000340,36175572,639164375000000,639164375000000,639164375000000,0
cam01,frame_0000000341,36247619,639164468000000,639164468000000,639164468000000,0
cam01,frame_0000000342,36355666,639164578000000,639164578000000,639164578000000,0
cam01,frame_0000000343,36463721,639164671000000,639164671000000,639164671000000,0
cam01,frame_0000000344,36571772,639164765000000,639164765000000,639164765000000,0
cam01,frame_0000000345,36643817,639164875000000,639164875000000,639164875000000,0
cam01,frame_0000000346,36751864,639164968000000,639164968000000,639164968000000,0
cam01,frame_0000000347,36859920,639165078000000,639165078000000,639165078000000,0
cam01,frame_0000000348,36967968,639165171000000,639165171000000,639165171000000,0
cam01,frame_0000000349,37076031,639165265000000,639165265000000,639165265000000,0
cam01,frame_0000000350,37148054,639165375000000,639165375000000,639165375000000,0
cam01,frame_0000000351,37256114,639165468000000,639165468000000,639165468000000,0
cam01,frame_0000000352,37364183,639165578000000,639165578000000,639165578000000,0
cam01,frame_0000000353,37472232,639165671000000,639165671000000,639165671000000,0
cam01,frame_0000000354,37544262,639165765000000,639165765000000,639165765000000,0
imu01,i000023,44117531,639165859000000,639165859000000,639165859000000,0
cam01,frame_0000000355,37652327,639165875000000,639165875000000,639165875000000,0
cam01,frame_0000000356,37760385,639165968000000,639165968000000,639165968000000,0
cam01,frame_0000000357,37868435,639166078000000,639166078000000,639166078000000,0
cam01,frame_0000000358,37940461,639166171000000,639166171000000,639166171000000,0
cam01,frame_0000000359,38048516,639166265000000,639166265000000,639166265000000,0
cam01,frame_0000000360,38156565,639166375000000,639166375000000,639166375000000,0
