host_monotonic_ns,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
474228546000000,149441,-0.853,-0.026,-0.513,-0.19,0.2,-0.25
474228578000000,149461,-0.858,-0.024,-0.514,0.28,0.35,0.07
474228593000000,149481,-0.852,-0.026,-0.518,0.1,0.41,-0.07
474228609000000,149501,-0.855,-0.023,-0.514,-0.24,-0.47,0.21
474228625000000,149521,-0.852,-0.026,-0.517,0.02,-0.28,-0.02
474228656000000,149541,-0.859,-0.024,-0.509,0.16,-0.16,0.05
474228671000000,149561,-0.859,-0.024,-0.519,0.34,-0.05,0.05
474228687000000,149581,-0.857,-0.026,-0.509,-0.11,-0.12,0.27
474228718000000,149601,-0.858,-0.03,-0.511,-0.02,0.02,-0.08
474228734000000,149621,-0.85,-0.026,-0.512,0.18,-0.09,-0.08
474228750000000,149641,-0.852,-0.026,-0.511,-0.11,0.52,0.11
474228765000000,149661,-0.86,-0.023,-0.515,-0.03,-0.27,0.14
474228796000000,149681,-0.857,-0.022,-0.515,0.21,0.09,0.08
474228812000000,149701,-0.857,-0.025,-0.514,0.07,0.22,0.02
474228828000000,149721,-0.857,-0.021,-0.522,0.11,-0.38,-0.18
474228859000000,149741,-0.851,-0.022,-0.519,0.14,0.1,0.2
474228875000000,149761,-0.853,-0.025,-0.517,0.02,0.04,-0.31
474228890000000,149781,-0.851,-0.025,-0.512,-0.06,0.33,0.19
474228906000000,149801,-0.857,-0.025,-0.517,0.28,0.04,0.18
474228937000000,149821,-0.858,-0.024,-0.509,-0.06,-0.37,0.05
474228953000000,149841,-0.852,-0.022,-0.514,-0.17,0.32,0.1
474228968000000,149861,-0.853,-0.022,-0.522,-0.1,-0.11,0.21
474228984000000,149881,-0.857,-0.025,-0.514,-0.07,0.32,0.1
474229015000000,149901,-0.855,-0.021,-0.51,0.19,-0.33,0.28
474229031000000,149921,-0.859,-0.02,-0.516,-0.27,-0.36,0.05
474229046000000,149941,-0.855,-0.024,-0.519,0.04,-0.01,0.11
474229078000000,149961,-0.856,-0.023,-0.52,0.08,-0.26,-0.01
474229093000000,149981,-0.858,-0.025,-0.509,0.0,-0.0,0.16
474229109000000,150001,-0.859,-0.028,-0.511,-0.21,0.38,0.06
474229125000000,150021,-0.855,-0.024,-0.514,0.18,0.11,-0.02
474229156000000,150041,-0.857,-0.025,-0.517,0.03,0.07,0.22
474229171000000,150061,-0.858,-0.021,-0.518,0.02,-0.15,0.17
474229187000000,150081,-0.858,-0.024,-0.513,-0.1,0.2,-0.34
474229218000000,150101,-0.857,-0.023,-0.516,0.01,-0.15,-0.17
474229234000000,150121,-0.854,-0.023,-0.517,0.03,-0.06,0.1
474229250000000,150141,-0.856,-0.023,-0.52,0.05,0.07,0.27
474229265000000,150161,-0.858,-0.023,-0.52,0.01,-0.05,-0.15
474229296000000,150181,-0.86,-0.028,-0.517,0.06,-0.06,0.19
474229312000000,150201,-0.86,-0.027,-0.515,0.36,-0.03,0.01
474229328000000,150221,-0.856,-0.028,-0.518,0.03,-0.06,0.12
474229359000000,150241,-0.855,-0.023,-0.512,-0.14,-0.16,-0.09
474229375000000,150261,-0.859,-0.028,-0.521,0.03,0.11,-0.21
474229390000000,150281,-0.854,-0.027,-0.519,0.25,-0.07,-0.04
474229406000000,150301,-0.857,-0.025,-0.515,0.15,-0.12,0.22
474229437000000,150321,-0.858,-0.024,-0.515,0.05,0.26,0.27
474229453000000,150341,-0.855,-0.024,-0.521,-0.04,-0.12,-0.08
474229468000000,150361,-0.855,-0.027,-0.517,-0.05,0.15,0.1
474229484000000,150381,-0.855,-0.023,-0.515,-0.02,-0.12,0.03
474229515000000,150401,-0.852,-0.024,-0.509,-0.13,0.33,0.02
474229531000000,150421,-0.856,-0.022,-0.518,0.12,-0.16,-0.01
474229546000000,150441,-0.854,-0.023,-0.512,-0.13,0.06,-0.02
474229578000000,150461,-0.86,-0.026,-0.515,0.17,-0.39,-0.15
474229593000000,150481,-0.855,-0.028,-0.517,-0.29,0.26,0.31
474229609000000,150501,-0.856,-0.023,-0.515,-0.01,-0.15,-0.14
474229625000000,150521,-0.859,-0.023,-0.518,0.23,-0.09,0.06
474229656000000,150541,-0.857,-0.023,-0.516,0.04,-0.04,0.14
474229671000000,150561,-0.853,-0.025,-0.515,-0.06,-0.2,0.18
474229687000000,150581,-0.854,-0.027,-0.515,0.06,0.1,-0.15
474229718000000,150601,-0.859,-0.025,-0.515,-0.17,0.22,-0.01
474229734000000,150621,-0.862,-0.023,-0.516,0.0,-0.19,0.01
474229750000000,150641,-0.856,-0.022,-0.514,-0.04,0.1,0.05
474229765000000,150661,-0.857,-0.03,-0.516,0.05,-0.11,-0.1
474229796000000,150681,-0.855,-0.025,-0.516,0.07,0.13,0.34
474229812000000,150701,-0.857,-0.023,-0.518,0.03,0.14,-0.0
474229828000000,150721,-0.857,-0.024,-0.514,-0.04,-0.21,0.38
474229843000000,150741,-0.852,-0.024,-0.513,-0.12,0.27,0.22
474229875000000,150761,-0.859,-0.027,-0.515,-0.15,0.13,-0.18
474229890000000,150781,-0.856,-0.025,-0.513,0.14,0.07,0.07
474229906000000,150801,-0.86,-0.024,-0.521,0.08,0.06,-0.11
474229937000000,150821,-0.856,-0.026,-0.51,-0.01,-0.14,0.29
474229953000000,150841,-0.858,-0.024,-0.515,-0.17,-0.08,0.01
474229968000000,150861,-0.856,-0.022,-0.516,-0.09,0.3,-0.0
474229984000000,150881,-0.858,-0.026,-0.512,0.1,0.04,0.13
474230015000000,150901,-0.857,-0.023,-0.516,-0.05,-0.04,0.04
474230031000000,150921,-0.856,-0.022,-0.515,-0.02,-0.1,-0.0
474230046000000,150941,-0.858,-0.027,-0.515,0.05,-0.09,0.14
474230078000000,150961,-0.854,-0.025,-0.518,0.17,-0.29,0.08
474230093000000,150981,-0.857,-0.023,-0.508,0.09,-0.04,-0.12
474230109000000,151001,-0.859,-0.021,-0.518,-0.24,0.18,-0.09
474230125000000,151021,-0.855,-0.021,-0.516,0.01,0.14,0.07
474230156000000,151041,-0.854,-0.023,-0.521,0.15,-0.37,-0.02
474230171000000,151061,-0.855,-0.025,-0.511,0.15,-0.07,0.27
474230187000000,151081,-0.855,-0.025,-0.517,-0.16,-0.02,-0.06
474230218000000,151101,-0.855,-0.024,-0.518,-0.14,-0.19,0.09
474230234000000,151121,-0.854,-0.025,-0.519,0.01,0.19,-0.13
474230250000000,151141,-0.856,-0.026,-0.519,-0.14,-0.15,-0.02
474230265000000,151161,-0.855,-0.024,-0.514,0.12,0.11,-0.01
474230296000000,151181,-0.856,-0.023,-0.511,-0.04,0.21,-0.01
474230312000000,151201,-0.858,-0.025,-0.508,0.17,0.05,-0.09
474230328000000,151221,-0.854,-0.023,-0.517,0.09,-0.36,-0.0
474230359000000,151241,-0.853,-0.025,-0.513,-0.1,0.19,0.17
474230375000000,151261,-0.855,-0.02,-0.515,-0.06,0.1,-0.15
474230390000000,151281,-0.86,-0.02,-0.517,-0.13,0.03,-0.08
474230406000000,151301,-0.852,-0.022,-0.512,-0.2,0.09,0.02
474230437000000,151321,-0.86,-0.025,-0.512,-0.05,0.2,-0.09
474230453000000,151341,-0.854,-0.025,-0.515,0.02,0.14,0.16
474230468000000,151361,-0.856,-0.024,-0.512,-0.19,0.08,0.3
474230484000000,151381,-0.859,-0.024,-0.523,-0.06,-0.2,0.08
474230515000000,151401,-0.859,-0.023,-0.519,0.22,0.11,-0.15
474230531000000,151421,-0.857,-0.024,-0.511,0.06,-0.13,-0.09
474230546000000,151441,-0.852,-0.024,-0.52,0.0,0.01,0.08
474230578000000,151461,-0.859,-0.024,-0.524,0.3,-0.06,-0.0
474230593000000,151481,-0.857,-0.024,-0.513,0.08,0.04,-0.03
474230609000000,151501,-0.85,-0.023,-0.517,-0.09,0.01,-0.12
474230625000000,151521,-0.855,-0.027,-0.512,0.02,-0.05,-0.06
474230656000000,151541,-0.857,-0.027,-0.52,-0.04,0.23,-0.07
474230671000000,151561,-0.86,-0.025,-0.518,0.25,-0.29,0.08
474230687000000,151581,-0.86,-0.026,-0.518,0.22,-0.12,0.17
474230718000000,151601,-0.858,-0.027,-0.525,-0.21,-0.04,-0.23
474230734000000,151621,-0.855,-0.028,-0.513,-0.01,-0.38,-0.08
474230750000000,151641,-0.855,-0.028,-0.517,-0.07,0.17,-0.02
474230765000000,151661,-0.855,-0.023,-0.514,0.08,-0.12,0.1
474230796000000,151681,-0.859,-0.025,-0.517,-0.04,0.33,-0.03
474230812000000,151701,-0.851,-0.021,-0.512,-0.24,0.05,0.3
474230828000000,151721,-0.854,-0.028,-0.513,-0.08,-0.17,0.14
474230859000000,151741,-0.853,-0.022,-0.517,-0.02,-0.19,-0.16
474230875000000,151761,-0.852,-0.02,-0.512,0.17,0.14,0.01
474230890000000,151781,-0.856,-0.024,-0.518,0.25,-0.3,0.14
474230906000000,151801,-0.856,-0.023,-0.509,-0.03,-0.07,0.1
474230937000000,151821,-0.851,-0.024,-0.518,0.06,-0.13,-0.06
474230953000000,151841,-0.856,-0.02,-0.518,-0.08,0.11,0.1
474230968000000,151861,-0.859,-0.02,-0.513,0.11,-0.05,-0.16
474230984000000,151881,-0.857,-0.028,-0.516,0.02,-0.11,0.21
474231015000000,151901,-0.858,-0.023,-0.519,0.14,-0.07,-0.05
474231031000000,151921,-0.861,-0.024,-0.518,-0.03,0.09,-0.05
474231046000000,151941,-0.859,-0.023,-0.516,0.26,-0.34,0.13
474231078000000,151961,-0.856,-0.027,-0.512,0.3,-0.03,-0.01
474231093000000,151981,-0.858,-0.021,-0.516,0.01,-0.12,0.09
474231109000000,152001,-0.856,-0.022,-0.519,0.16,0.09,0.05
474231125000000,152021,-0.857,-0.025,-0.513,0.06,0.52,-0.03
474231156000000,152041,-0.854,-0.025,-0.514,-0.13,-0.1,0.09
474231171000000,152061,-0.856,-0.022,-0.517,0.18,-0.31,-0.12
474231187000000,152081,-0.855,-0.025,-0.517,-0.07,-0.06,0.1
474231218000000,152101,-0.858,-0.025,-0.519,0.12,0.16,-0.21
474231234000000,152121,-0.851,-0.025,-0.509,-0.06,0.05,-0.05
474231250000000,152141,-0.857,-0.018,-0.524,0.03,-0.17,0.16
474231265000000,152161,-0.859,-0.027,-0.516,0.0,-0.19,-0.09
474231296000000,152181,-0.858,-0.024,-0.523,0.29,0.14,-0.08
474231312000000,152201,-0.858,-0.027,-0.523,0.12,-0.45,-0.23
474231328000000,152221,-0.855,-0.024,-0.518,-0.23,0.26,-0.13
474231359000000,152241,-0.857,-0.023,-0.519,0.13,0.28,0.14
474231375000000,152261,-0.859,-0.022,-0.521,0.21,0.2,-0.12
474231390000000,152281,-0.857,-0.026,-0.519,-0.02,0.06,0.05
474231406000000,152301,-0.859,-0.025,-0.518,0.1,-0.12,-0.03
474231437000000,152321,-0.857,-0.021,-0.518,-0.07,0.23,0.21
474231453000000,152341,-0.86,-0.025,-0.517,0.02,-0.12,-0.02
474231468000000,152361,-0.854,-0.023,-0.513,-0.04,0.06,-0.08
474231484000000,152381,-0.857,-0.025,-0.52,0.1,0.27,0.01
474231515000000,152401,-0.857,-0.023,-0.519,0.06,0.08,0.12
474231531000000,152421,-0.855,-0.025,-0.511,-0.22,0.46,0.2
474231546000000,152441,-0.859,-0.023,-0.513,-0.13,0.07,-0.08
474231578000000,152461,-0.856,-0.022,-0.513,0.02,0.03,0.05
474231593000000,152481,-0.855,-0.029,-0.521,0.05,-0.07,0.04
474231609000000,152501,-0.861,-0.025,-0.513,-0.09,0.04,0.11
474231625000000,152521,-0.856,-0.022,-0.519,0.0,0.34,0.08
474231656000000,152541,-0.857,-0.023,-0.508,-0.07,-0.13,-0.02
474231671000000,152561,-0.859,-0.026,-0.52,0.09,0.13,0.11
474231687000000,152581,-0.857,-0.026,-0.516,-0.06,-0.13,-0.03
474231718000000,152601,-0.857,-0.024,-0.519,-0.17,-0.34,0.17
474231734000000,152621,-0.857,-0.024,-0.516,0.18,0.08,-0.11
474231750000000,152641,-0.857,-0.02,-0.51,0.22,0.11,0.06
474231765000000,152661,-0.855,-0.026,-0.522,-0.27,0.14,0.02
474231796000000,152681,-0.855,-0.022,-0.516,0.06,-0.02,-0.08
474231812000000,152701,-0.854,-0.025,-0.52,0.16,-0.02,-0.02
474231828000000,152721,-0.853,-0.024,-0.516,0.29,-0.2,0.05
474231859000000,152741,-0.854,-0.025,-0.516,-0.02,0.22,0.21
474231875000000,152761,-0.855,-0.026,-0.521,0.12,0.26,0.31
474231890000000,152781,-0.856,-0.027,-0.517,-0.08,-0.05,-0.07
474231906000000,152801,-0.854,-0.023,-0.516,-0.27,0.33,0.08
474231937000000,152821,-0.856,-0.023,-0.516,-0.07,-0.26,-0.02
474231953000000,152841,-0.852,-0.02,-0.515,0.12,0.06,-0.14
474231968000000,152861,-0.86,-0.026,-0.514,0.0,0.14,-0.17
474231984000000,152881,-0.859,-0.021,-0.515,0.04,-0.29,0.22
474232015000000,152901,-0.857,-0.023,-0.517,0.11,-0.03,0.23
474232031000000,152921,-0.857,-0.022,-0.518,-0.11,0.08,0.01
474232046000000,152941,-0.853,-0.025,-0.524,0.02,0.41,0.08
474232078000000,152961,-0.853,-0.022,-0.517,0.12,0.18,-0.09
474232093000000,152981,-0.858,-0.019,-0.511,0.25,-0.05,0.08
474232109000000,153001,-0.855,-0.02,-0.512,-0.27,-0.02,0.28
474232125000000,153021,-0.856,-0.027,-0.521,0.05,0.12,0.06
474232156000000,153041,-0.855,-0.025,-0.515,0.09,-0.09,-0.2
474232171000000,153061,-0.854,-0.022,-0.516,-0.1,0.3,0.16
474232187000000,153081,-0.858,-0.025,-0.514,-0.14,0.1,-0.29
474232218000000,153101,-0.859,-0.025,-0.511,0.12,-0.05,0.19
474232234000000,153121,-0.856,-0.027,-0.513,-0.07,0.48,0.13
474232250000000,153141,-0.855,-0.023,-0.516,0.13,-0.02,0.08
474232265000000,153161,-0.857,-0.021,-0.512,0.19,-0.43,-0.05
474232296000000,153181,-0.853,-0.024,-0.519,-0.03,-0.1,0.03
474232312000000,153201,-0.86,-0.024,-0.521,-0.07,-0.49,0.08
474232328000000,153221,-0.853,-0.027,-0.52,0.06,0.36,0.08
474232359000000,153241,-0.855,-0.023,-0.514,0.32,-0.01,-0.01
474232375000000,153261,-0.856,-0.025,-0.515,-0.24,-0.37,-0.05
474232390000000,153281,-0.856,-0.022,-0.511,-0.13,-0.12,-0.04
474232406000000,153301,-0.859,-0.025,-0.512,0.05,0.04,0.05
474232437000000,153321,-0.856,-0.024,-0.517,0.16,0.04,0.16
474232453000000,153341,-0.854,-0.022,-0.518,-0.21,0.33,-0.0
474232468000000,153361,-0.856,-0.023,-0.518,0.43,-0.12,-0.04
474232484000000,153381,-0.856,-0.028,-0.514,-0.04,0.09,-0.14
474232515000000,153401,-0.857,-0.024,-0.514,0.1,-0.02,0.12
474232531000000,153421,-0.856,-0.025,-0.513,-0.3,-0.0,0.3
474232546000000,153441,-0.857,-0.028,-0.522,0.14,-0.22,0.12
474232578000000,153461,-0.855,-0.024,-0.512,0.02,-0.22,-0.01
474232593000000,153481,-0.857,-0.027,-0.512,-0.11,-0.03,0.3
474232609000000,153501,-0.857,-0.028,-0.514,-0.14,0.16,0.05
474232625000000,153521,-0.853,-0.024,-0.514,-0.15,-0.11,-0.03
474232656000000,153541,-0.856,-0.029,-0.52,0.02,0.02,0.14
474232671000000,153561,-0.859,-0.025,-0.52,-0.02,0.07,0.24
474232687000000,153581,-0.858,-0.025,-0.515,-0.07,0.02,0.05
474232718000000,153601,-0.858,-0.022,-0.512,0.22,0.57,-0.07
474232734000000,153621,-0.855,-0.024,-0.507,0.0,0.02,0.12
474232750000000,153641,-0.86,-0.025,-0.525,0.1,-0.06,-0.16
474232765000000,153661,-0.859,-0.025,-0.521,-0.01,-0.32,0.03
474232796000000,153681,-0.856,-0.022,-0.515,0.24,0.11,0.03
474232812000000,153701,-0.853,-0.029,-0.514,0.31,0.15,0.01
474232828000000,153721,-0.853,-0.027,-0.517,-0.08,-0.32,0.08
474232843000000,153741,-0.853,-0.024,-0.513,0.14,0.02,0.37
474232875000000,153761,-0.863,-0.026,-0.512,-0.27,0.02,-0.18
474232890000000,153781,-0.857,-0.023,-0.513,-0.25,-0.4,0.14
474232906000000,153801,-0.858,-0.02,-0.515,-0.17,-0.38,0.11
474232937000000,153821,-0.86,-0.025,-0.52,-0.15,0.56,0.35
474232953000000,153841,-0.859,-0.021,-0.51,-0.13,-0.01,-0.0
474232968000000,153861,-0.857,-0.022,-0.519,0.35,0.04,-0.09
474232984000000,153881,-0.854,-0.026,-0.515,-0.11,0.09,0.01
474233015000000,153901,-0.852,-0.025,-0.519,-0.04,-0.22,-0.13
474233031000000,153921,-0.857,-0.023,-0.522,0.12,0.06,0.14
474233046000000,153941,-0.863,-0.025,-0.513,-0.14,0.01,-0.18
474233078000000,153961,-0.852,-0.02,-0.511,0.0,0.2,0.04
474233093000000,153981,-0.858,-0.022,-0.515,-0.15,0.11,0.27
474233109000000,154001,-0.854,-0.022,-0.514,0.17,-0.06,-0.12
474233125000000,154021,-0.854,-0.025,-0.51,0.2,0.18,0.1
474233156000000,154041,-0.857,-0.018,-0.508,0.09,0.2,0.19
474233171000000,154061,-0.856,-0.023,-0.518,-0.16,-0.0,0.22
474233187000000,154081,-0.856,-0.025,-0.518,-0.17,0.14,-0.08
474233218000000,154101,-0.856,-0.023,-0.517,0.24,-0.03,-0.16
474233234000000,154121,-0.858,-0.025,-0.518,0.13,0.09,0.11
474233250000000,154141,-0.858,-0.021,-0.514,-0.04,-0.65,0.07
474233265000000,154161,-0.855,-0.021,-0.514,0.05,-0.01,0.01
474233296000000,154181,-0.861,-0.027,-0.513,0.02,-0.06,-0.15
474233312000000,154201,-0.857,-0.026,-0.517,-0.13,-0.01,-0.12
474233328000000,154221,-0.857,-0.022,-0.513,0.12,-0.2,-0.02
474233343000000,154241,-0.86,-0.03,-0.52,-0.18,0.12,-0.04
474233375000000,154261,-0.863,-0.027,-0.515,0.02,0.07,0.11
474233390000000,154281,-0.859,-0.023,-0.518,-0.16,0.09,0.17
474233406000000,154301,-0.858,-0.025,-0.52,-0.03,-0.17,-0.02
474233437000000,154321,-0.853,-0.021,-0.509,-0.04,0.17,0.17
474233453000000,154341,-0.856,-0.027,-0.511,0.06,0.16,-0.21
474233468000000,154361,-0.856,-0.021,-0.513,-0.22,-0.02,0.05
474233484000000,154381,-0.855,-0.024,-0.519,-0.02,-0.14,0.08
474233515000000,154401,-0.856,-0.02,-0.506,-0.09,0.04,-0.11
474233531000000,154421,-0.858,-0.025,-0.517,0.08,-0.21,0.17
474233546000000,154441,-0.856,-0.026,-0.518,0.22,0.28,0.1
474233578000000,154461,-0.854,-0.022,-0.513,-0.08,-0.27,-0.08
474233593000000,154481,-0.858,-0.021,-0.519,0.09,-0.09,0.14
474233609000000,154501,-0.855,-0.024,-0.518,0.09,0.25,0.02
474233625000000,154521,-0.857,-0.024,-0.519,-0.11,-0.25,0.08
474233656000000,154541,-0.858,-0.025,-0.514,-0.17,0.23,-0.02
474233671000000,154561,-0.854,-0.023,-0.511,0.1,-0.01,0.14
474233687000000,154581,-0.857,-0.023,-0.524,0.09,0.12,0.19
474233718000000,154601,-0.857,-0.022,-0.517,0.03,-0.09,0.16
474233734000000,154621,-0.856,-0.023,-0.513,-0.16,0.17,0.32
474233750000000,154641,-0.859,-0.024,-0.52,-0.12,0.14,0.01
474233765000000,154661,-0.857,-0.021,-0.527,0.03,0.35,0.05
474233796000000,154681,-0.857,-0.024,-0.516,0.05,0.13,0.17
474233812000000,154701,-0.857,-0.026,-0.509,-0.29,-0.03,0.4
474233828000000,154721,-0.852,-0.028,-0.518,0.08,0.11,0.4
474233843000000,154741,-0.856,-0.025,-0.515,-0.02,0.04,0.11
474233875000000,154761,-0.858,-0.023,-0.519,-0.2,0.22,-0.0
474233890000000,154781,-0.857,-0.023,-0.518,0.07,0.07,0.03
474233906000000,154801,-0.859,-0.022,-0.51,0.09,0.14,0.3
474233937000000,154821,-0.854,-0.021,-0.513,0.14,0.08,-0.06
474233953000000,154841,-0.858,-0.025,-0.517,0.12,0.24,0.04
474233968000000,154861,-0.856,-0.025,-0.512,0.05,-0.18,0.21
474233984000000,154881,-0.859,-0.025,-0.522,0.14,-0.23,-0.17
474234015000000,154901,-0.861,-0.023,-0.518,0.06,0.09,0.01
474234031000000,154921,-0.856,-0.021,-0.509,0.25,-0.12,0.11
474234046000000,154941,-0.859,-0.021,-0.514,0.09,0.08,0.04
474234078000000,154961,-0.857,-0.025,-0.519,0.06,0.01,-0.07
474234093000000,154981,-0.853,-0.024,-0.516,0.15,-0.15,0.02
474234109000000,155001,-0.855,-0.026,-0.517,0.02,0.31,-0.02
474234125000000,155021,-0.852,-0.02,-0.522,0.16,-0.08,-0.03
474234156000000,155041,-0.855,-0.023,-0.515,-0.07,0.14,0.08
474234171000000,155061,-0.854,-0.026,-0.522,0.16,-0.09,-0.03
474234187000000,155081,-0.856,-0.024,-0.514,-0.07,-0.29,0.21
474234218000000,155101,-0.854,-0.026,-0.511,-0.22,0.04,-0.24
474234234000000,155121,-0.857,-0.021,-0.519,0.01,-0.0,0.11
474234250000000,155141,-0.861,-0.029,-0.519,-0.07,0.11,0.15
474234265000000,155161,-0.861,-0.024,-0.522,0.0,0.01,-0.21
474234296000000,155181,-0.859,-0.024,-0.518,-0.02,-0.19,0.14
474234312000000,155201,-0.855,-0.023,-0.516,0.15,0.25,0.13
474234328000000,155221,-0.855,-0.025,-0.513,-0.04,-0.2,0.17
474234343000000,155241,-0.862,-0.024,-0.517,0.03,-0.09,-0.04
474234375000000,155261,-0.855,-0.025,-0.522,0.02,-0.28,0.07
474234390000000,155281,-0.857,-0.029,-0.522,0.06,-0.16,0.15
474234406000000,155301,-0.856,-0.023,-0.52,0.09,-0.0,0.22
474234437000000,155321,-0.851,-0.026,-0.512,-0.11,0.11,-0.03
474234453000000,155341,-0.856,-0.027,-0.51,-0.01,-0.06,0.03
474234468000000,155361,-0.855,-0.025,-0.515,0.09,0.17,0.12
474234484000000,155381,-0.855,-0.024,-0.511,-0.07,-0.16,-0.03
474234515000000,155401,-0.854,-0.026,-0.514,-0.15,-0.05,0.14
474234531000000,155421,-0.856,-0.027,-0.51,0.14,-0.04,-0.15
474234546000000,155441,-0.858,-0.026,-0.514,0.08,0.04,0.07
474234578000000,155461,-0.86,-0.025,-0.518,0.1,-0.15,-0.1
474234593000000,155481,-0.853,-0.022,-0.516,0.11,-0.05,-0.31
474234609000000,155501,-0.854,-0.024,-0.518,0.05,0.08,-0.01
474234625000000,155521,-0.854,-0.026,-0.52,0.19,-0.13,0.06
474234656000000,155541,-0.857,-0.021,-0.515,0.04,0.1,-0.07
474234671000000,155561,-0.859,-0.025,-0.516,-0.24,-0.01,-0.17
474234687000000,155581,-0.855,-0.021,-0.512,0.15,0.11,0.22
474234718000000,155601,-0.855,-0.026,-0.518,0.16,0.11,0.07
474234734000000,155621,-0.854,-0.028,-0.518,-0.02,0.06,-0.13
474234750000000,155641,-0.856,-0.021,-0.517,-0.04,-0.19,0.11
474234765000000,155661,-0.855,-0.024,-0.519,-0.07,-0.26,0.08
474234796000000,155681,-0.858,-0.022,-0.515,0.22,-0.01,-0.08
474234812000000,155701,-0.857,-0.026,-0.516,0.01,0.35,-0.12
474234828000000,155721,-0.856,-0.025,-0.517,0.21,-0.12,0.12
474234859000000,155741,-0.856,-0.024,-0.513,-0.02,-0.13,-0.11
474234875000000,155761,-0.855,-0.022,-0.512,0.05,-0.41,-0.05
474234890000000,155781,-0.857,-0.024,-0.509,0.06,-0.08,0.24
474234906000000,155801,-0.854,-0.023,-0.517,0.14,0.11,0.05
474234937000000,155821,-0.86,-0.024,-0.525,-0.02,-0.22,0.14
474234953000000,155841,-0.857,-0.026,-0.515,-0.19,-0.22,0.02
474234968000000,155861,-0.854,-0.024,-0.511,0.01,-0.3,-0.05
474234984000000,155881,-0.856,-0.023,-0.519,0.22,-0.16,-0.02
474235015000000,155901,-0.855,-0.023,-0.516,0.09,-0.01,0.01
474235031000000,155921,-0.857,-0.025,-0.516,-0.16,-0.04,0.29
474235046000000,155941,-0.857,-0.026,-0.511,0.14,0.07,0.09
474235078000000,155961,-0.855,-0.025,-0.512,0.08,0.72,-0.08
474235093000000,155981,-0.854,-0.023,-0.516,-0.02,0.04,0.11
474235109000000,156001,-0.856,-0.022,-0.509,-0.06,0.01,0.19
474235125000000,156021,-0.853,-0.022,-0.521,0.14,0.01,-0.09
474235156000000,156041,-0.856,-0.025,-0.527,-0.05,0.5,0.1
474235171000000,156061,-0.859,-0.025,-0.512,0.22,-0.13,0.2
474235187000000,156081,-0.859,-0.025,-0.517,0.28,-0.25,-0.03
474235218000000,156101,-0.854,-0.024,-0.514,0.17,0.34,0.3
474235234000000,156121,-0.858,-0.023,-0.517,-0.1,-0.18,0.04
474235250000000,156141,-0.855,-0.024,-0.516,0.19,-0.0,-0.04
474235265000000,156161,-0.857,-0.027,-0.519,0.01,-0.09,-0.14
474235296000000,156181,-0.861,-0.025,-0.511,-0.21,-0.05,-0.28
474235312000000,156201,-0.859,-0.026,-0.522,0.09,0.05,0.07
474235328000000,156221,-0.855,-0.026,-0.519,-0.2,-0.08,0.29
474235359000000,156241,-0.857,-0.025,-0.512,0.05,0.1,-0.03
474235375000000,156261,-0.856,-0.025,-0.507,0.06,0.32,0.14
474235390000000,156281,-0.859,-0.025,-0.514,0.07,0.29,-0.21
474235406000000,156301,-0.858,-0.023,-0.517,0.1,-0.11,0.03
474235437000000,156321,-0.855,-0.024,-0.513,-0.07,0.39,-0.22
474235453000000,156341,-0.853,-0.026,-0.518,-0.14,-0.22,0.23
474235468000000,156361,-0.857,-0.023,-0.516,-0.04,0.01,-0.08
474235484000000,156381,-0.857,-0.02,-0.518,0.0,-0.08,0.11
474235515000000,156401,-0.855,-0.026,-0.514,0.02,0.36,0.08
474235531000000,156421,-0.854,-0.026,-0.513,-0.08,-0.19,-0.05
474235546000000,156441,-0.853,-0.025,-0.51,-0.04,-0.29,0.02
474235578000000,156461,-0.858,-0.028,-0.514,0.06,-0.09,0.21
474235593000000,156481,-0.857,-0.025,-0.521,0.21,0.07,0.11
474235609000000,156501,-0.859,-0.023,-0.516,0.24,-0.15,0.13
474235625000000,156521,-0.855,-0.028,-0.51,0.07,-0.06,-0.21
474235656000000,156541,-0.86,-0.025,-0.515,-0.03,-0.15,-0.02
474235671000000,156561,-0.856,-0.023,-0.516,-0.07,0.03,0.14
474235687000000,156581,-0.858,-0.025,-0.511,-0.01,0.23,0.05
474235718000000,156601,-0.857,-0.027,-0.52,-0.24,-0.24,0.26
474235734000000,156621,-0.856,-0.029,-0.518,0.08,-0.17,0.17
474235750000000,156641,-0.851,-0.027,-0.509,0.09,0.1,0.02
474235765000000,156661,-0.857,-0.029,-0.521,0.02,-0.19,0.07
474235796000000,156681,-0.858,-0.026,-0.513,0.08,-0.27,-0.14
474235812000000,156701,-0.856,-0.022,-0.507,-0.04,-0.07,0.05
474235828000000,156721,-0.859,-0.024,-0.513,0.22,-0.21,-0.03
474235843000000,156741,-0.855,-0.023,-0.52,-0.05,0.01,-0.08
474235875000000,156761,-0.855,-0.026,-0.528,0.05,0.04,0.02
474235890000000,156781,-0.857,-0.026,-0.523,-0.07,0.07,0.32
474235906000000,156801,-0.855,-0.024,-0.515,-0.01,0.19,0.14
474235937000000,156821,-0.856,-0.026,-0.51,-0.11,0.62,0.1
474235953000000,156841,-0.861,-0.024,-0.511,0.13,-0.2,0.14
474235968000000,156861,-0.853,-0.024,-0.521,0.08,-0.0,0.04
474235984000000,156881,-0.857,-0.026,-0.515,0.2,-0.12,0.14
