host_monotonic_ns,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
474092203000000,13081,-0.854,-0.022,-0.51,0.07,0.04,-0.01
474092218000000,13101,-0.855,-0.024,-0.516,0.02,0.05,0.01
474092234000000,13121,-0.857,-0.023,-0.511,-0.07,-0.04,-0.06
474092250000000,13141,-0.853,-0.023,-0.521,0.02,0.07,0.01
474092281000000,13161,-0.857,-0.025,-0.516,0.04,-0.0,0.15
474092296000000,13181,-0.858,-0.022,-0.516,0.0,-0.06,-0.06
474092312000000,13201,-0.856,-0.028,-0.518,0.05,-0.1,-0.11
474092328000000,13221,-0.853,-0.024,-0.512,0.03,0.02,0.11
474092359000000,13241,-0.856,-0.021,-0.508,-0.01,0.08,0.07
474092375000000,13261,-0.858,-0.023,-0.524,-0.02,-0.05,-0.0
474092390000000,13281,-0.863,-0.019,-0.512,-0.04,0.01,-0.05
474092421000000,13301,-0.861,-0.024,-0.523,-0.01,0.05,-0.01
474092437000000,13321,-0.858,-0.019,-0.52,-0.02,0.04,-0.03
474092453000000,13341,-0.856,-0.022,-0.519,-0.05,-0.09,0.03
474092484000000,13361,-0.856,-0.024,-0.512,-0.02,-0.03,0.02
474092500000000,13381,-0.855,-0.022,-0.521,0.02,0.06,0.03
474092515000000,13401,-0.855,-0.029,-0.506,0.04,-0.12,-0.04
474092531000000,13421,-0.855,-0.027,-0.509,0.04,-0.08,-0.02
474092562000000,13441,-0.858,-0.017,-0.512,0.0,-0.09,0.02
474092578000000,13461,-0.856,-0.024,-0.514,-0.04,0.13,0.03
474092593000000,13481,-0.852,-0.024,-0.519,-0.04,-0.03,-0.12
474092609000000,13501,-0.857,-0.019,-0.517,-0.03,-0.09,-0.08
474092640000000,13521,-0.857,-0.024,-0.515,-0.04,0.04,0.06
474092656000000,13541,-0.83,-0.017,-0.504,-0.07,0.18,0.09
474092671000000,13561,-0.854,-0.021,-0.518,0.05,-0.16,-0.02
474092703000000,13581,-0.854,-0.026,-0.513,-0.03,-0.16,-0.05
474092718000000,13601,-0.856,-0.023,-0.508,-0.02,-0.06,0.05
474092734000000,13621,-0.866,-0.025,-0.519,-0.04,-0.07,0.09
474092750000000,13641,-0.856,-0.026,-0.515,-0.14,-0.1,-0.04
474092781000000,13661,-0.856,-0.028,-0.519,-0.07,0.19,-0.08
474092796000000,13681,-0.856,-0.029,-0.522,0.08,0.08,0.05
474092812000000,13701,-0.859,-0.018,-0.524,0.09,0.09,0.11
474092843000000,13721,-0.86,-0.02,-0.522,0.0,-0.07,0.05
474092859000000,13741,-0.853,-0.034,-0.518,-0.01,-0.06,-0.04
474092875000000,13761,-0.824,-0.025,-0.499,0.05,-0.09,-0.0
474092890000000,13781,-0.861,-0.016,-0.5,0.07,0.03,0.01
474092921000000,13801,-0.866,-0.018,-0.502,0.07,-0.13,0.05
474092937000000,13821,-0.868,-0.024,-0.517,-0.11,-0.01,0.03
474092953000000,13841,-0.858,-0.032,-0.524,-0.11,0.5,0.01
474092968000000,13861,-0.856,-0.026,-0.512,-0.07,-0.22,-0.05
474093000000000,13881,-0.849,-0.024,-0.521,-0.04,0.04,-0.04
474093015000000,13901,-0.853,-0.021,-0.521,0.0,0.04,-0.01
474093031000000,13921,-0.855,-0.025,-0.52,-0.04,0.16,0.07
474093062000000,13941,-0.855,-0.022,-0.525,0.07,-0.07,0.01
474093078000000,13961,-0.858,-0.02,-0.513,0.07,-0.35,-0.07
474093093000000,13981,-0.858,-0.02,-0.508,0.01,-0.03,0.09
474093109000000,14001,-0.863,-0.024,-0.509,0.01,-0.14,0.01
474093140000000,14021,-0.857,-0.027,-0.514,0.05,0.04,0.01
474093156000000,14041,-0.855,-0.027,-0.512,0.02,-0.06,-0.05
474093171000000,14061,-0.852,-0.027,-0.517,0.03,0.22,-0.03
474093203000000,14081,-0.851,-0.025,-0.525,-0.06,0.13,-0.02
474093218000000,14101,-0.854,-0.027,-0.526,-0.06,-0.13,-0.02
474093234000000,14121,-0.852,-0.026,-0.514,0.01,-0.09,0.06
474093250000000,14141,-0.858,-0.028,-0.519,0.09,-0.09,-0.03
474093281000000,14161,-0.859,-0.025,-0.514,0.12,-0.08,-0.02
474093296000000,14181,-0.858,-0.019,-0.509,0.02,-0.15,0.01
474093312000000,14201,-0.861,-0.02,-0.511,-0.06,0.01,0.05
474093343000000,14221,-0.855,-0.021,-0.519,-0.06,0.06,0.02
474093359000000,14241,-0.857,-0.025,-0.518,-0.04,0.07,-0.05
474093375000000,14261,-0.854,-0.025,-0.517,0.0,0.07,-0.08
474093390000000,14281,-0.854,-0.025,-0.519,0.04,0.03,0.08
474093421000000,14301,-0.856,-0.02,-0.518,0.03,0.03,0.16
474093437000000,14321,-0.854,-0.023,-0.515,-0.01,-0.08,0.01
474093453000000,14341,-0.858,-0.03,-0.512,0.01,-0.14,-0.03
474093468000000,14361,-0.861,-0.027,-0.508,0.05,0.02,0.01
474093500000000,14381,-0.862,-0.02,-0.512,0.04,0.13,0.08
474093515000000,14401,-0.854,-0.024,-0.512,-0.07,0.02,-0.01
474093531000000,14421,-0.852,-0.023,-0.527,-0.04,0.02,-0.02
474093562000000,14441,-0.851,-0.023,-0.517,0.02,0.12,0.04
474093578000000,14461,-0.849,-0.025,-0.521,0.01,0.1,0.05
474093593000000,14481,-0.855,-0.025,-0.519,-0.06,-0.08,0.03
474093609000000,14501,-0.854,-0.026,-0.518,0.02,-0.14,-0.02
474093640000000,14521,-0.861,-0.026,-0.517,0.1,-0.04,0.03
474093656000000,14541,-0.851,-0.025,-0.514,0.08,-0.01,0.04
474093671000000,14561,-0.859,-0.023,-0.512,0.02,-0.15,-0.02
474093703000000,14581,-0.857,-0.024,-0.518,-0.06,-0.02,0.01
474093718000000,14601,-0.859,-0.021,-0.527,-0.06,0.19,0.1
474093734000000,14621,-0.851,-0.016,-0.523,0.01,0.03,-0.11
474093750000000,14641,-0.854,-0.021,-0.51,-0.04,-0.01,-0.08
474093781000000,14661,-0.858,-0.028,-0.521,0.02,0.02,0.04
474093796000000,14681,-0.859,-0.026,-0.517,0.05,0.04,0.16
474093812000000,14701,-0.856,-0.025,-0.517,-0.05,-0.13,-0.02
474093843000000,14721,-0.86,-0.023,-0.515,0.0,-0.14,-0.12
474093859000000,14741,-0.86,-0.025,-0.512,0.01,-0.04,-0.02
474093875000000,14761,-0.863,-0.027,-0.515,-0.05,0.03,0.05
474093890000000,14781,-0.858,-0.026,-0.523,-0.01,-0.03,-0.03
474093921000000,14801,-0.853,-0.031,-0.521,-0.06,0.01,-0.05
474093937000000,14821,-0.853,-0.022,-0.519,0.01,0.08,-0.06
474093953000000,14841,-0.856,-0.022,-0.519,-0.01,0.14,0.02
474093984000000,14861,-0.859,-0.029,-0.513,-0.04,0.01,-0.0
474094000000000,14881,-0.861,-0.034,-0.517,0.02,-0.02,-0.01
474094015000000,14901,-0.857,-0.027,-0.516,0.05,0.07,-0.06
474094031000000,14921,-0.851,-0.031,-0.509,0.03,0.04,-0.05
474094062000000,14941,-0.855,-0.02,-0.513,-0.04,-0.15,-0.05
474094078000000,14961,-0.855,-0.024,-0.515,-0.03,-0.03,-0.02
474094093000000,14981,-0.859,-0.028,-0.52,-0.05,0.08,0.05
474094109000000,15001,-0.856,-0.02,-0.519,-0.07,-0.01,-0.08
474094140000000,15021,-0.854,-0.025,-0.525,-0.04,-0.14,0.03
474094156000000,15041,-0.863,-0.022,-0.515,0.04,-0.01,0.04
474094171000000,15061,-0.857,-0.031,-0.511,0.04,-0.04,0.03
474094203000000,15081,-0.867,-0.026,-0.513,0.06,-0.09,-0.04
474094218000000,15101,-0.858,-0.025,-0.511,-0.04,-0.15,-0.09
474094234000000,15121,-0.859,-0.021,-0.514,0.05,0.06,0.01
474094250000000,15141,-0.858,-0.021,-0.518,0.0,0.14,-0.01
474094281000000,15161,-0.856,-0.025,-0.508,-0.07,-0.0,-0.0
474094296000000,15181,-0.857,-0.021,-0.521,0.0,-0.04,-0.07
474094312000000,15201,-0.851,-0.025,-0.518,0.02,-0.14,0.03
474094328000000,15221,-0.859,-0.025,-0.511,0.06,0.05,0.08
474094359000000,15241,-0.865,-0.023,-0.516,-0.01,-0.07,-0.02
474094375000000,15261,-0.86,-0.027,-0.516,-0.04,-0.16,-0.0
474094390000000,15281,-0.86,-0.023,-0.519,-0.06,-0.09,0.02
474094421000000,15301,-0.857,-0.025,-0.521,-0.02,-0.01,-0.05
474094437000000,15321,-0.858,-0.027,-0.515,-0.07,-0.02,-0.04
474094453000000,15341,-0.854,-0.02,-0.521,-0.04,-0.12,-0.01
474094468000000,15361,-0.861,-0.02,-0.513,0.08,0.01,0.03
474094500000000,15381,-0.86,-0.029,-0.527,0.08,-0.07,-0.02
474094515000000,15401,-0.858,-0.023,-0.518,-0.04,-0.03,-0.02
474094531000000,15421,-0.856,-0.032,-0.516,0.17,-0.15,-0.08
474094562000000,15441,-0.858,-0.02,-0.524,0.03,0.3,0.14
474094578000000,15461,-0.858,-0.027,-0.509,0.01,0.01,0.01
474094593000000,15481,-0.861,-0.02,-0.526,-0.07,0.01,-0.05
474094609000000,15501,-0.858,-0.02,-0.519,0.0,0.07,-0.04
474094640000000,15521,-0.859,-0.024,-0.527,-0.04,0.13,-0.02
474094656000000,15541,-0.856,-0.025,-0.51,-0.04,0.09,0.03
474094671000000,15561,-0.856,-0.031,-0.515,-0.06,-0.06,-0.05
474094703000000,15581,-0.856,-0.026,-0.517,0.03,-0.0,-0.04
474094718000000,15601,-0.863,-0.028,-0.52,0.09,-0.09,0.01
474094734000000,15621,-0.853,-0.021,-0.518,-0.03,-0.08,0.04
474094750000000,15641,-0.856,-0.025,-0.507,-0.06,-0.31,-0.04
474094781000000,15661,-0.857,-0.018,-0.508,0.04,0.11,-0.06
474094796000000,15681,-0.865,-0.02,-0.522,0.03,0.05,0.1
474094812000000,15701,-0.853,-0.022,-0.519,0.02,-0.06,-0.02
474094843000000,15721,-0.853,-0.032,-0.52,0.0,-0.11,-0.05
474094859000000,15741,-0.859,-0.023,-0.518,0.03,0.05,0.05
474094875000000,15761,-0.862,-0.023,-0.519,0.16,0.02,-0.04
474094890000000,15781,-0.853,-0.025,-0.513,0.15,-0.26,0.05
474094921000000,15801,-0.857,-0.022,-0.512,-0.09,0.09,0.02
474094937000000,15821,-0.861,-0.022,-0.52,0.02,0.15,0.14
474094953000000,15841,-0.862,-0.022,-0.517,-0.01,0.01,0.05
474094984000000,15861,-0.856,-0.028,-0.517,-0.02,-0.02,-0.07
474095000000000,15881,-0.868,-0.017,-0.513,-0.03,0.03,-0.07
474095015000000,15901,-0.855,-0.022,-0.518,-0.03,0.25,0.13
474095031000000,15921,-0.853,-0.022,-0.513,-0.04,-0.05,0.06
474095062000000,15941,-0.85,-0.021,-0.519,-0.03,-0.12,0.06
474095078000000,15961,-0.86,-0.02,-0.517,-0.04,-0.05,-0.05
474095093000000,15981,-0.855,-0.024,-0.513,0.03,0.13,-0.0
474095109000000,16001,-0.858,-0.025,-0.507,-0.01,0.14,0.02
474095140000000,16021,-0.855,-0.028,-0.509,-0.04,-0.11,-0.02
474095156000000,16041,-0.86,-0.02,-0.517,0.02,0.17,0.01
474095171000000,16061,-0.86,-0.022,-0.522,0.01,0.17,-0.06
474095203000000,16081,-0.856,-0.025,-0.513,0.09,0.01,-0.01
474095218000000,16101,-0.854,-0.024,-0.517,0.05,-0.02,0.01
474095234000000,16121,-0.854,-0.023,-0.516,0.01,0.15,0.06
474095250000000,16141,-0.857,-0.024,-0.513,0.09,0.1,0.08
474095281000000,16161,-0.858,-0.022,-0.505,0.03,-0.13,-0.04
474095296000000,16181,-0.859,-0.024,-0.51,-0.07,-0.12,-0.08
474095312000000,16201,-0.856,-0.019,-0.521,0.02,0.2,0.11
474095328000000,16221,-0.854,-0.025,-0.506,-0.07,0.07,0.08
474095359000000,16241,-0.853,-0.023,-0.524,-0.09,-0.15,-0.12
474095375000000,16261,-0.856,-0.024,-0.519,-0.09,-0.06,-0.12
474095390000000,16281,-0.857,-0.025,-0.514,0.02,0.14,0.07
474095421000000,16301,-0.855,-0.024,-0.519,0.09,-0.02,0.03
474095437000000,16321,-0.858,-0.025,-0.513,-0.01,-0.22,-0.01
474095453000000,16341,-0.854,-0.028,-0.514,0.03,-0.1,-0.01
474095484000000,16361,-0.858,-0.027,-0.516,-0.01,0.03,-0.05
474095500000000,16381,-0.858,-0.024,-0.52,0.02,0.01,-0.02
474095515000000,16401,-0.857,-0.026,-0.51,-0.01,-0.13,-0.11
474095531000000,16421,-0.856,-0.026,-0.516,0.02,0.05,0.11
474095562000000,16441,-0.856,-0.02,-0.521,0.09,0.2,0.1
474095578000000,16461,-0.857,-0.023,-0.517,0.01,-0.16,-0.08
474095593000000,16481,-0.853,-0.029,-0.513,0.01,-0.17,-0.07
474095609000000,16501,-0.856,-0.02,-0.517,0.15,0.11,0.09
474095640000000,16521,-0.857,-0.021,-0.515,0.15,0.16,0.05
474095656000000,16541,-0.854,-0.029,-0.511,0.1,-0.12,-0.15
474095671000000,16561,-0.856,-0.027,-0.515,-0.06,0.11,-0.06
474095703000000,16581,-0.853,-0.026,-0.513,-0.01,0.07,0.11
474095718000000,16601,-0.854,-0.024,-0.508,-0.18,-0.02,0.05
474095734000000,16621,-0.858,-0.025,-0.519,-0.07,-0.11,-0.06
474095750000000,16641,-0.85,-0.025,-0.513,0.02,0.1,0.08
474095781000000,16661,-0.858,-0.023,-0.517,-0.04,0.07,0.1
474095796000000,16681,-0.853,-0.022,-0.518,0.01,-0.15,-0.03
474095812000000,16701,-0.857,-0.022,-0.515,0.04,-0.1,-0.02
474095828000000,16721,-0.858,-0.024,-0.52,0.0,0.14,0.04
474095859000000,16741,-0.857,-0.023,-0.513,-0.03,-0.02,-0.02
474095875000000,16761,-0.852,-0.027,-0.512,-0.11,0.05,0.03
474095890000000,16781,-0.857,-0.023,-0.516,-0.05,0.02,0.03
474095921000000,16801,-0.853,-0.022,-0.508,0.02,0.07,0.02
474095937000000,16821,-0.857,-0.023,-0.515,-0.04,0.01,-0.02
474095953000000,16841,-0.86,-0.022,-0.516,-0.03,-0.16,-0.02
474095968000000,16861,-0.858,-0.025,-0.511,0.05,0.05,0.06
474096000000000,16881,-0.858,-0.023,-0.511,0.03,0.03,0.07
474096015000000,16901,-0.853,-0.02,-0.518,0.03,-0.09,-0.14
474096031000000,16921,-0.855,-0.023,-0.514,-0.07,0.03,0.01
474096062000000,16941,-0.856,-0.023,-0.519,0.03,0.1,0.19
474096078000000,16961,-0.855,-0.022,-0.522,-0.04,0.03,0.06
474096093000000,16981,-0.855,-0.022,-0.514,-0.04,-0.09,-0.06
474096109000000,17001,-0.858,-0.027,-0.513,-0.05,0.04,-0.05
474096140000000,17021,-0.851,-0.024,-0.52,0.04,0.15,0.08
474096156000000,17041,-0.857,-0.028,-0.515,-0.07,0.19,0.1
474096171000000,17061,-0.858,-0.025,-0.514,-0.04,-0.12,-0.05
474096187000000,17081,-0.856,-0.021,-0.519,0.06,0.04,0.01
474096218000000,17101,-0.856,-0.024,-0.516,0.03,0.21,-0.05
474096234000000,17121,-0.854,-0.027,-0.517,0.02,0.17,-0.03
474096250000000,17141,-0.857,-0.023,-0.521,-0.04,-0.15,-0.01
474096281000000,17161,-0.854,-0.025,-0.512,0.07,0.06,0.08
474096296000000,17181,-0.856,-0.025,-0.513,0.08,0.2,0.07
474096312000000,17201,-0.854,-0.024,-0.509,-0.01,-0.06,-0.12
474096343000000,17221,-0.86,-0.024,-0.516,-0.04,-0.04,-0.07
474096359000000,17241,-0.859,-0.025,-0.525,0.02,0.14,0.17
474096375000000,17261,-0.858,-0.026,-0.517,-0.01,0.14,0.09
474096390000000,17281,-0.853,-0.025,-0.523,-0.04,-0.15,-0.08
474096421000000,17301,-0.858,-0.026,-0.508,-0.01,-0.22,-0.05
474096437000000,17321,-0.856,-0.026,-0.52,-0.07,0.04,0.09
474096453000000,17341,-0.86,-0.021,-0.519,-0.01,0.07,0.04
474096468000000,17361,-0.856,-0.026,-0.524,-0.09,-0.15,-0.18
474096500000000,17381,-0.86,-0.026,-0.519,-0.07,0.11,-0.12
474096515000000,17401,-0.857,-0.028,-0.511,-0.05,0.09,-0.0
474096531000000,17421,-0.855,-0.026,-0.517,0.05,-0.03,0.02
474096562000000,17441,-0.854,-0.029,-0.516,-0.01,-0.42,-0.03
474096578000000,17461,-0.856,-0.026,-0.513,0.05,-0.06,0.01
474096593000000,17481,-0.856,-0.021,-0.515,0.05,-0.01,-0.01
474096609000000,17501,-0.853,-0.028,-0.514,0.01,-0.09,-0.01
474096640000000,17521,-0.855,-0.025,-0.519,-0.03,-0.21,-0.03
474096656000000,17541,-0.856,-0.025,-0.51,0.05,0.12,0.05
474096671000000,17561,-0.853,-0.022,-0.516,0.03,0.07,0.04
474096703000000,17581,-0.856,-0.021,-0.52,0.02,0.01,-0.07
474096718000000,17601,-0.857,-0.02,-0.511,0.02,0.08,-0.15
474096734000000,17621,-0.854,-0.027,-0.515,0.02,0.1,0.06
474096750000000,17641,-0.86,-0.025,-0.512,0.02,0.15,0.06
474096781000000,17661,-0.859,-0.025,-0.516,-0.01,-0.07,-0.15
474096796000000,17681,-0.858,-0.021,-0.512,-0.04,-0.0,-0.03
474096812000000,17701,-0.859,-0.024,-0.518,-0.01,0.23,0.14
474096828000000,17721,-0.857,-0.025,-0.517,-0.11,0.1,-0.0
474096859000000,17741,-0.857,-0.021,-0.529,-0.26,0.22,-0.12
474096875000000,17761,-0.857,-0.022,-0.517,-0.14,-0.13,-0.02
474096890000000,17781,-0.855,-0.029,-0.517,-0.03,-0.06,0.03
474096921000000,17801,-0.858,-0.025,-0.524,-0.07,-0.01,0.1
474096937000000,17821,-0.857,-0.027,-0.519,-0.06,-0.3,-0.03
474096953000000,17841,-0.854,-0.023,-0.509,0.02,0.03,-0.05
474096968000000,17861,-0.856,-0.026,-0.521,0.07,-0.01,0.04
474097000000000,17881,-0.853,-0.024,-0.521,0.05,-0.02,-0.02
474097015000000,17901,-0.855,-0.025,-0.522,-0.02,-0.21,-0.05
474097031000000,17921,-0.858,-0.025,-0.518,0.05,0.05,0.09
474097062000000,17941,-0.857,-0.025,-0.515,-0.08,-0.01,0.07
474097078000000,17961,-0.856,-0.025,-0.516,-0.04,-0.11,-0.01
474097093000000,17981,-0.859,-0.027,-0.51,-0.04,-0.09,0.03
474097109000000,18001,-0.855,-0.023,-0.51,0.0,0.08,0.12
474097140000000,18021,-0.854,-0.027,-0.519,0.02,-0.03,0.11
474097156000000,18041,-0.856,-0.023,-0.519,-0.03,-0.26,-0.11
474097171000000,18061,-0.855,-0.026,-0.525,-0.02,-0.07,-0.08
474097203000000,18081,-0.848,-0.025,-0.514,0.0,0.11,0.01
474097218000000,18101,-0.853,-0.021,-0.517,0.02,0.02,0.16
474097234000000,18121,-0.858,-0.023,-0.519,0.02,-0.13,-0.07
474097250000000,18141,-0.859,-0.024,-0.521,-0.03,-0.01,0.01
474097281000000,18161,-0.857,-0.023,-0.521,-0.01,0.17,0.03
474097296000000,18181,-0.858,-0.026,-0.519,0.05,-0.09,0.07
474097312000000,18201,-0.854,-0.024,-0.514,0.01,-0.15,0.04
474097328000000,18221,-0.855,-0.024,-0.515,0.04,-0.06,-0.01
474097359000000,18241,-0.856,-0.023,-0.521,0.02,0.15,-0.05
474097375000000,18261,-0.856,-0.025,-0.511,-0.01,-0.07,-0.04
474097390000000,18281,-0.859,-0.024,-0.515,-0.01,-0.12,0.02
474097421000000,18301,-0.858,-0.025,-0.519,0.05,0.16,0.05
474097437000000,18321,-0.856,-0.021,-0.513,0.05,0.13,0.04
474097453000000,18341,-0.857,-0.022,-0.515,0.01,-0.07,-0.1
474097484000000,18361,-0.853,-0.024,-0.507,-0.02,-0.01,-0.03
474097500000000,18381,-0.856,-0.024,-0.52,0.02,0.17,0.12
474097515000000,18401,-0.855,-0.025,-0.515,-0.01,0.08,0.09
474097531000000,18421,-0.86,-0.022,-0.521,-0.03,-0.09,-0.06
474097562000000,18441,-0.857,-0.026,-0.516,-0.01,-0.06,-0.03
474097578000000,18461,-0.858,-0.025,-0.515,-0.02,0.11,0.08
474097593000000,18481,-0.858,-0.02,-0.514,-0.04,-0.0,0.07
474097609000000,18501,-0.853,-0.022,-0.517,-0.06,-0.07,-0.06
474097640000000,18521,-0.854,-0.022,-0.514,-0.08,0.03,-0.09
474097656000000,18541,-0.856,-0.027,-0.516,0.03,0.09,-0.0
474097671000000,18561,-0.86,-0.026,-0.517,-0.09,-0.08,-0.02
474097703000000,18581,-0.86,-0.026,-0.518,-0.08,-0.07,-0.02
474097718000000,18601,-0.854,-0.022,-0.521,-0.04,0.07,0.04
474097734000000,18621,-0.858,-0.021,-0.515,-0.03,0.14,0.03
474097750000000,18641,-0.857,-0.022,-0.52,-0.03,-0.12,-0.02
474097781000000,18661,-0.852,-0.024,-0.522,-0.01,-0.19,-0.0
474097796000000,18681,-0.854,-0.023,-0.517,-0.04,0.02,0.1
474097812000000,18701,-0.859,-0.025,-0.507,0.0,0.06,0.09
474097843000000,18721,-0.857,-0.024,-0.51,-0.01,-0.16,-0.03
474097859000000,18741,-0.856,-0.021,-0.509,0.02,-0.15,-0.0
474097875000000,18761,-0.85,-0.029,-0.515,-0.01,0.04,0.07
474097890000000,18781,-0.854,-0.024,-0.511,0.01,0.14,0.09
474097921000000,18801,-0.856,-0.027,-0.524,-0.03,-0.07,-0.08
474097937000000,18821,-0.858,-0.021,-0.519,-0.07,-0.03,-0.06
474097953000000,18841,-0.855,-0.022,-0.512,-0.03,0.12,0.16
474097968000000,18861,-0.859,-0.022,-0.515,0.05,0.04,0.06
474098000000000,18881,-0.856,-0.022,-0.515,0.03,-0.07,-0.04
474098015000000,18901,-0.855,-0.028,-0.52,0.02,-0.0,-0.05
474098031000000,18921,-0.853,-0.02,-0.51,0.01,0.22,0.11
474098062000000,18941,-0.857,-0.025,-0.508,-0.04,0.08,0.12
474098078000000,18961,-0.858,-0.03,-0.515,0.02,-0.11,-0.02
474098093000000,18981,-0.856,-0.021,-0.513,0.06,0.01,-0.03
474098109000000,19001,-0.861,-0.023,-0.519,0.03,0.05,-0.01
474098140000000,19021,-0.854,-0.026,-0.51,0.08,-0.08,-0.07
474098156000000,19041,-0.86,-0.024,-0.513,-0.03,-0.17,0.01
474098171000000,19061,-0.859,-0.025,-0.504,0.01,0.17,0.09
474098203000000,19081,-0.858,-0.027,-0.516,0.08,0.11,0.06
474098218000000,19101,-0.858,-0.024,-0.517,0.03,-0.08,-0.14
474098234000000,19121,-0.854,-0.024,-0.521,0.02,-0.09,-0.05
474098250000000,19141,-0.856,-0.022,-0.511,-0.02,0.19,0.09
474098281000000,19161,-0.857,-0.028,-0.516,0.0,0.05,0.1
474098296000000,19181,-0.854,-0.027,-0.512,0.0,-0.27,-0.17
474098312000000,19201,-0.855,-0.024,-0.514,0.01,-0.06,-0.11
474098328000000,19221,-0.859,-0.026,-0.524,0.01,0.15,0.11
474098359000000,19241,-0.854,-0.024,-0.517,0.05,0.04,0.08
474098375000000,19261,-0.859,-0.023,-0.516,-0.02,-0.09,-0.04
474098390000000,19281,-0.859,-0.028,-0.519,0.02,0.05,-0.08
474098421000000,19301,-0.857,-0.027,-0.522,0.12,0.15,0.05
474098437000000,19321,-0.854,-0.025,-0.521,0.08,-0.03,0.08
474098453000000,19341,-0.858,-0.021,-0.519,-0.04,-0.05,0.03
474098468000000,19361,-0.857,-0.023,-0.521,0.08,0.01,0.03
474098500000000,19381,-0.857,-0.024,-0.514,0.01,0.03,-0.01
474098515000000,19401,-0.854,-0.021,-0.518,-0.03,-0.03,-0.02
474098531000000,19421,-0.854,-0.024,-0.512,0.18,-0.24,-0.01
474098562000000,19441,-0.853,-0.021,-0.516,0.0,0.11,0.08
474098578000000,19461,-0.858,-0.026,-0.512,0.09,-0.0,0.01
474098593000000,19481,-0.858,-0.022,-0.512,-0.09,0.03,-0.03
474098609000000,19501,-0.858,-0.026,-0.513,0.01,-0.06,-0.0
474098640000000,19521,-0.856,-0.025,-0.524,-0.01,0.09,0.08
474098656000000,19541,-0.857,-0.023,-0.521,-0.04,0.19,0.07
474098671000000,19561,-0.855,-0.027,-0.511,-0.14,-0.09,-0.1
474098703000000,19581,-0.859,-0.025,-0.519,-0.01,0.02,-0.11
474098718000000,19601,-0.855,-0.025,-0.514,-0.02,0.13,0.05
474098734000000,19621,-0.859,-0.023,-0.519,-0.05,0.1,0.07
474098750000000,19641,-0.853,-0.023,-0.522,-0.01,-0.07,-0.04
474098781000000,19661,-0.859,-0.023,-0.515,0.02,-0.02,-0.02
474098796000000,19681,-0.857,-0.023,-0.511,0.06,-0.0,0.05
474098812000000,19701,-0.852,-0.021,-0.519,0.02,-0.08,-0.05
474098843000000,19721,-0.852,-0.024,-0.517,-0.04,-0.17,-0.01
474098859000000,19741,-0.856,-0.026,-0.515,-0.02,-0.0,-0.05
474098875000000,19761,-0.855,-0.02,-0.52,0.03,0.11,-0.05
474098890000000,19781,-0.86,-0.024,-0.51,-0.04,-0.03,-0.0
474098921000000,19801,-0.858,-0.024,-0.511,-0.01,-0.06,0.02
474098937000000,19821,-0.854,-0.02,-0.519,0.03,0.14,0.02
474098953000000,19841,-0.854,-0.021,-0.516,0.04,0.16,0.05
474098968000000,19861,-0.857,-0.021,-0.515,-0.03,-0.07,-0.1
474099000000000,19881,-0.856,-0.03,-0.517,0.05,-0.02,0.01
474099015000000,19901,-0.859,-0.02,-0.513,0.03,0.14,0.13
474099031000000,19921,-0.855,-0.022,-0.516,-0.01,0.03,0.08
474099062000000,19941,-0.86,-0.025,-0.518,-0.02,-0.15,-0.02
474099078000000,19961,-0.855,-0.026,-0.517,-0.01,-0.07,-0.05
474099093000000,19981,-0.858,-0.021,-0.515,-0.04,0.12,0.09
474099109000000,20001,-0.859,-0.026,-0.515,-0.03,-0.0,0.11
474099140000000,20021,-0.856,-0.019,-0.514,-0.01,-0.22,-0.05
474099156000000,20041,-0.855,-0.021,-0.512,0.03,0.07,0.01
474099171000000,20061,-0.856,-0.026,-0.52,-0.02,0.12,-0.05
474099203000000,20081,-0.857,-0.023,-0.519,0.09,-0.12,0.06
474099218000000,20101,-0.851,-0.022,-0.523,0.1,-0.01,0.05
474099234000000,20121,-0.86,-0.023,-0.521,0.08,-0.07,0.03
474099250000000,20141,-0.859,-0.028,-0.519,0.06,-0.04,-0.0
474099281000000,20161,-0.855,-0.023,-0.516,0.12,-0.13,-0.02
474099296000000,20181,-0.858,-0.022,-0.511,-0.04,-0.18,0.01
474099312000000,20201,-0.856,-0.024,-0.518,-0.07,0.2,0.07
474099343000000,20221,-0.855,-0.023,-0.514,-0.03,0.23,0.08
474099359000000,20241,-0.856,-0.021,-0.523,-0.14,0.11,-0.08
474099375000000,20261,-0.858,-0.025,-0.516,-0.01,0.1,-0.01
474099390000000,20281,-0.856,-0.024,-0.518,-0.1,0.07,0.12
474099421000000,20301,-0.859,-0.023,-0.517,-0.04,0.12,0.12
474099437000000,20321,-0.857,-0.024,-0.522,-0.07,-0.12,-0.13
474099453000000,20341,-0.854,-0.024,-0.517,0.02,-0.03,-0.01
474099468000000,20361,-0.856,-0.025,-0.518,0.05,0.09,0.01
474099500000000,20381,-0.857,-0.02,-0.514,0.04,-0.12,0.05
474099515000000,20401,-0.852,-0.022,-0.512,-0.01,-0.13,0.01
474099531000000,20421,-0.861,-0.029,-0.513,-0.05,0.02,-0.08
474099562000000,20441,-0.856,-0.024,-0.512,0.04,0.18,0.04
474099578000000,20461,-0.858,-0.024,-0.514,-0.01,0.04,-0.04
474099593000000,20481,-0.851,-0.024,-0.523,-0.12,-0.06,-0.03
